threshold,true_positive,false_positive,false_negative,true_negative,sensitivity,specificity,false_alarm_rate,precision,negative_predictive_value,alert_rate,balanced_accuracy,youden_j
0.2682251036167145,115,618,0,35,1.0,0.05359877488514548,0.9464012251148545,0.15688949522510232,1.0,0.9544270833333334,0.5267993874425727,0.05359877488514542
0.26863986253738403,115,617,0,36,1.0,0.055130168453292494,0.9448698315467075,0.15710382513661203,1.0,0.953125,0.5275650842266463,0.05513016845329255
0.2686398923397064,115,616,0,37,1.0,0.05666156202143951,0.9433384379785605,0.1573187414500684,1.0,0.9518229166666666,0.5283307810107197,0.05666156202143946
0.269540399312973,115,615,0,38,1.0,0.05819295558958652,0.9418070444104135,0.15753424657534246,1.0,0.9505208333333334,0.5290964777947933,0.05819295558958659
0.2699863314628601,115,614,0,39,1.0,0.05972434915773354,0.9402756508422665,0.15775034293552812,1.0,0.94921875,0.5298621745788668,0.0597243491577335
0.270150750875473,115,613,0,40,1.0,0.06125574272588055,0.9387442572741195,0.15796703296703296,1.0,0.9479166666666666,0.5306278713629403,0.061255742725880635
0.270394504070282,115,612,0,41,1.0,0.06278713629402756,0.9372128637059725,0.15818431911966988,1.0,0.9466145833333334,0.5313935681470138,0.06278713629402755
0.2712218761444092,115,611,0,42,1.0,0.06431852986217458,0.9356814701378254,0.1584022038567493,1.0,0.9453125,0.5321592649310873,0.06431852986217468
0.27176380157470703,115,610,0,43,1.0,0.06584992343032159,0.9341500765696784,0.15862068965517243,1.0,0.9440104166666666,0.5329249617151608,0.06584992343032159
0.2740734815597534,115,609,0,44,1.0,0.06738131699846861,0.9326186830015314,0.15883977900552487,1.0,0.9427083333333334,0.5336906584992342,0.0673813169984685
0.2766754627227783,115,608,0,45,1.0,0.06891271056661562,0.9310872894333844,0.1590594744121715,1.0,0.94140625,0.5344563552833078,0.06891271056661563
0.27732986211776733,115,607,0,46,1.0,0.07044410413476264,0.9295558958652373,0.1592797783933518,1.0,0.9401041666666666,0.5352220520673813,0.07044410413476254
0.2773899435997009,115,606,0,47,1.0,0.07197549770290965,0.9280245022970903,0.15950069348127602,1.0,0.9388020833333334,0.5359877488514548,0.07197549770290967
0.27782756090164185,115,605,0,48,1.0,0.07350689127105667,0.9264931087289433,0.1597222222222222,1.0,0.9375,0.5367534456355283,0.07350689127105658
0.2780054211616516,115,604,0,49,1.0,0.07503828483920368,0.9249617151607963,0.1599443671766342,1.0,0.9361979166666666,0.5375191424196019,0.07503828483920372
0.27946048974990845,115,603,0,50,1.0,0.07656967840735068,0.9234303215926493,0.16016713091922005,1.0,0.9348958333333334,0.5382848392036753,0.07656967840735063
0.2799283564090729,115,602,0,51,1.0,0.0781010719754977,0.9218989280245024,0.1603905160390516,1.0,0.93359375,0.5390505359877489,0.07810107197549776
0.2806362211704254,115,601,0,52,1.0,0.07963246554364471,0.9203675344563553,0.16061452513966482,1.0,0.9322916666666666,0.5398162327718223,0.07963246554364467
0.28089025616645813,115,600,0,53,1.0,0.08116385911179173,0.9188361408882083,0.16083916083916083,1.0,0.9309895833333334,0.5405819295558959,0.0811638591117918
0.28109997510910034,115,599,0,54,1.0,0.08269525267993874,0.9173047473200613,0.16106442577030813,1.0,0.9296875,0.5413476263399694,0.08269525267993871
0.28149181604385376,115,598,0,55,1.0,0.08422664624808576,0.9157733537519143,0.16129032258064516,1.0,0.9283854166666666,0.5421133231240429,0.08422664624808585
0.2853821814060211,115,597,0,56,1.0,0.08575803981623277,0.9142419601837672,0.16151685393258428,1.0,0.9270833333333334,0.5428790199081164,0.08575803981623276
0.2858920097351074,115,596,0,57,1.0,0.08728943338437979,0.9127105666156202,0.1617440225035162,1.0,0.92578125,0.5436447166921899,0.08728943338437989
0.2859742045402527,115,595,0,58,1.0,0.0888208269525268,0.9111791730474732,0.1619718309859155,1.0,0.9244791666666666,0.5444104134762634,0.0888208269525268
0.2869616448879242,115,594,0,59,1.0,0.0903522205206738,0.9096477794793262,0.1622002820874471,1.0,0.9231770833333334,0.5451761102603369,0.09035222052067371
0.28736671805381775,115,593,0,60,1.0,0.09188361408882083,0.9081163859111792,0.16242937853107345,1.0,0.921875,0.5459418070444104,0.09188361408882084
0.28853076696395874,115,592,0,61,1.0,0.09341500765696784,0.9065849923430321,0.16265912305516267,1.0,0.9205729166666666,0.5467075038284839,0.09341500765696775
0.288771390914917,115,591,0,62,1.0,0.09494640122511486,0.9050535987748851,0.16288951841359772,1.0,0.9192708333333334,0.5474732006125574,0.09494640122511488
0.28887563943862915,115,590,0,63,1.0,0.09647779479326186,0.9035222052067381,0.16312056737588654,1.0,0.91796875,0.5482388973966309,0.0964777947932618
0.2890544533729553,115,589,0,64,1.0,0.09800918836140889,0.9019908116385911,0.16335227272727273,1.0,0.9166666666666666,0.5490045941807045,0.09800918836140893
0.28981661796569824,115,588,0,65,1.0,0.0995405819295559,0.900459418070444,0.16358463726884778,1.0,0.9153645833333334,0.5497702909647779,0.09954058192955584
0.29110953211784363,115,587,0,66,1.0,0.10107197549770292,0.8989280245022971,0.16381766381766383,1.0,0.9140625,0.5505359877488515,0.10107197549770297
0.2911682724952698,115,586,0,67,1.0,0.10260336906584992,0.8973966309341501,0.16405135520684735,1.0,0.9127604166666666,0.5513016845329249,0.10260336906584988
0.2914975881576538,115,585,0,68,1.0,0.10413476263399694,0.8958652373660031,0.16428571428571428,1.0,0.9114583333333334,0.5520673813169985,0.10413476263399701
